	OUT.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1481	OTU1481	Fungi	NA	NA	NA	NA	NA	NA
OTU1482	OTU1482	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1483	OTU1483	Fungi	Basidiomycota	Agaricomycetes	Geastrales	NA	NA	NA
OTU1484	OTU1484	Rhizaria	NA	NA	NA	NA	NA	NA
OTU1486	OTU1486	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1487	OTU1487	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU1488	OTU1488	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Oedocephalum	NA
OTU1489	OTU1489	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1490	OTU1490	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1491	OTU1491	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1492	OTU1492	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	NA
OTU1493	OTU1493	Fungi	NA	NA	NA	NA	NA	NA
OTU1494	OTU1494	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Deniquelata	Deniquelata barringtoniae
OTU1495	OTU1495	Fungi	NA	NA	NA	NA	NA	NA
OTU1496	OTU1496	Fungi	NA	NA	NA	NA	NA	NA
OTU1497	OTU1497	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1498	OTU1498	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1499	OTU1499	Fungi	NA	NA	NA	NA	NA	NA
OTU1500	OTU1500	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Capnobotryella	NA
OTU1501	OTU1501	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	NA	NA	NA
OTU1502	OTU1502	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placidium	NA
OTU1503	OTU1503	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
OTU1504	OTU1504	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1505	OTU1505	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1506	OTU1506	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1507	OTU1507	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1508	OTU1508	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU1509	OTU1509	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1510	OTU1510	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
OTU1511	OTU1511	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1512	OTU1512	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	NA
OTU1513	OTU1513	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
OTU1514	OTU1514	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	NA	NA	NA
OTU1515	OTU1515	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1516	OTU1516	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1517	OTU1517	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU1519	OTU1519	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
OTU1520	OTU1520	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1521	OTU1521	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1522	OTU1522	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	NA	NA
OTU1523	OTU1523	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Leuconeurospora	NA
OTU1524	OTU1524	Fungi	Mortierellomycota	NA	NA	NA	NA	NA
OTU1525	OTU1525	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Pleopsidium	Pleopsidium gobiense
OTU1526	OTU1526	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1527	OTU1527	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1528	OTU1528	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1529	OTU1529	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1530	OTU1530	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1531	OTU1531	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
OTU1532	OTU1532	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1533	OTU1533	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU1534	OTU1534	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1535	OTU1535	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU1536	OTU1536	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1537	OTU1537	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1538	OTU1538	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Gyoerffyella	NA
OTU1539	OTU1539	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1540	OTU1540	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1541	OTU1541	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1542	OTU1542	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1544	OTU1544	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana
OTU1545	OTU1545	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
OTU1546	OTU1546	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
OTU1547	OTU1547	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus pannorum
OTU1548	OTU1548	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1549	OTU1549	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
OTU1550	OTU1550	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU1551	OTU1551	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	NA
OTU1552	OTU1552	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
OTU1553	OTU1553	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1554	OTU1554	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1555	OTU1555	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sparticola	Sparticola junci
OTU1556	OTU1556	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1557	OTU1557	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1558	OTU1558	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum parvum
OTU1559	OTU1559	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1560	OTU1560	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1561	OTU1561	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU1562	OTU1562	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU1563	OTU1563	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Oleoguttula	NA
OTU1564	OTU1564	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1565	OTU1565	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU1566	OTU1566	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1567	OTU1567	Fungi	Basidiomycota	Agaricomycetes	Gomphales	NA	NA	NA
OTU1568	OTU1568	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU1569	OTU1569	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1570	OTU1570	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1571	OTU1571	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	NA	NA	NA
OTU1572	OTU1572	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1573	OTU1573	Fungi	NA	NA	NA	NA	NA	NA
OTU1574	OTU1574	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	NA	NA
OTU1575	OTU1575	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1576	OTU1576	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1577	OTU1577	Fungi	NA	NA	NA	NA	NA	NA
OTU1578	OTU1578	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1579	OTU1579	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1580	OTU1580	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1581	OTU1581	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1582	OTU1582	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1583	OTU1583	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1584	OTU1584	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1585	OTU1585	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Cadophora	Cadophora orchidicola
OTU1586	OTU1586	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU1588	OTU1588	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1589	OTU1589	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1590	OTU1590	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1591	OTU1591	Fungi	NA	NA	NA	NA	NA	NA
OTU1592	OTU1592	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1593	OTU1593	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1594	OTU1594	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Ulocladium	Ulocladium dauci
OTU1595	OTU1595	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	NA
OTU1596	OTU1596	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1597	OTU1597	Fungi	NA	NA	NA	NA	NA	NA
OTU1598	OTU1598	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1599	OTU1599	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
OTU1600	OTU1600	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1601	OTU1601	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
OTU1602	OTU1602	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1603	OTU1603	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1604	OTU1604	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1605	OTU1605	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1606	OTU1606	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1607	OTU1607	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1608	OTU1608	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU1609	OTU1609	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU1610	OTU1610	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	Thielavia coactilis
OTU1611	OTU1611	Fungi	NA	NA	NA	NA	NA	NA
OTU1612	OTU1612	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA
OTU1613	OTU1613	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1614	OTU1614	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1615	OTU1615	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU1616	OTU1616	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Disciseda	Disciseda candida
OTU1617	OTU1617	Fungi	NA	NA	NA	NA	NA	NA
OTU1618	OTU1618	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta mutabilis
OTU1619	OTU1619	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1620	OTU1620	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	NA	NA
OTU1621	OTU1621	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1622	OTU1622	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1624	OTU1624	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1625	OTU1625	Fungi	NA	NA	NA	NA	NA	NA
OTU1626	OTU1626	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1627	OTU1627	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA
OTU1628	OTU1628	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1629	OTU1629	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
OTU1630	OTU1630	Fungi	NA	NA	NA	NA	NA	NA
OTU1631	OTU1631	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU1632	OTU1632	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1633	OTU1633	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1634	OTU1634	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1635	OTU1635	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1636	OTU1636	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1637	OTU1637	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae
OTU1638	OTU1638	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1639	OTU1639	Fungi	Ascomycota	Leotiomycetes	Phacidiales	NA	NA	NA
OTU1640	OTU1640	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
OTU1641	OTU1641	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia lunata
OTU1642	OTU1642	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1643	OTU1643	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1644	OTU1644	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	Itersonilia perplexans
OTU1645	OTU1645	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Testudinaceae	NA	NA
OTU1646	OTU1646	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
OTU1647	OTU1647	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1648	OTU1648	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1649	OTU1649	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1650	OTU1650	Fungi	NA	NA	NA	NA	NA	NA
OTU1651	OTU1651	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
OTU1653	OTU1653	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1654	OTU1654	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	NA
OTU1655	OTU1655	Fungi	NA	NA	NA	NA	NA	NA
OTU1656	OTU1656	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
OTU1657	OTU1657	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1658	OTU1658	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1659	OTU1659	Fungi	NA	NA	NA	NA	NA	NA
OTU1660	OTU1660	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1662	OTU1662	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1663	OTU1663	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU1664	OTU1664	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	NA	NA	NA
OTU1665	OTU1665	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Gymnomyces	NA
OTU1666	OTU1666	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1667	OTU1667	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1668	OTU1668	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1669	OTU1669	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1670	OTU1670	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Cenococcum	Cenococcum geophilum
OTU1671	OTU1671	Fungi	NA	NA	NA	NA	NA	NA
OTU1672	OTU1672	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU1673	OTU1673	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1674	OTU1674	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1675	OTU1675	Fungi	NA	NA	NA	NA	NA	NA
OTU1676	OTU1676	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1677	OTU1677	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU1678	OTU1678	Fungi	NA	NA	NA	NA	NA	NA
OTU1679	OTU1679	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma undulatosporum
OTU1680	OTU1680	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1681	OTU1681	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU1682	OTU1682	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum kotlabae
OTU1683	OTU1683	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA
OTU1684	OTU1684	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1685	OTU1685	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1686	OTU1686	Fungi	NA	NA	NA	NA	NA	NA
OTU1687	OTU1687	Fungi	NA	NA	NA	NA	NA	NA
OTU1688	OTU1688	Fungi	NA	NA	NA	NA	NA	NA
OTU1689	OTU1689	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1690	OTU1690	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1691	OTU1691	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1692	OTU1692	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
OTU1693	OTU1693	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1694	OTU1694	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1695	OTU1695	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1696	OTU1696	Fungi	NA	NA	NA	NA	NA	NA
OTU1697	OTU1697	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU1698	OTU1698	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	NA
OTU1699	OTU1699	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1700	OTU1700	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1701	OTU1701	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1702	OTU1702	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1703	OTU1703	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1704	OTU1704	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU1705	OTU1705	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1706	OTU1706	Fungi	NA	NA	NA	NA	NA	NA
OTU1707	OTU1707	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1708	OTU1708	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1709	OTU1709	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum xerophilum
OTU1710	OTU1710	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	NA	NA	NA
OTU1711	OTU1711	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU1712	OTU1712	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1713	OTU1713	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1714	OTU1714	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1715	OTU1715	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	NA
OTU1716	OTU1716	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU1717	OTU1717	Fungi	Ascomycota	Lecanoromycetes	Lecideales	NA	NA	NA
OTU1718	OTU1718	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1720	OTU1720	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1721	OTU1721	Rhizaria	NA	NA	NA	NA	NA	NA
OTU1722	OTU1722	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU1723	OTU1723	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1724	OTU1724	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU1725	OTU1725	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
OTU1726	OTU1726	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1727	OTU1727	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1728	OTU1728	Fungi	NA	NA	NA	NA	NA	NA
OTU1729	OTU1729	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Hydropisphaera	NA
OTU1730	OTU1730	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1731	OTU1731	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1733	OTU1733	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1734	OTU1734	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1735	OTU1735	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	NA	NA	NA
OTU1736	OTU1736	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1737	OTU1737	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Neosartorya	NA
OTU1738	OTU1738	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1739	OTU1739	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1740	OTU1740	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1741	OTU1741	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU1742	OTU1742	Fungi	Glomeromycota	NA	NA	NA	NA	NA
OTU1743	OTU1743	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1744	OTU1744	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1745	OTU1745	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU1746	OTU1746	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU1747	OTU1747	Fungi	NA	NA	NA	NA	NA	NA
OTU1748	OTU1748	Fungi	NA	NA	NA	NA	NA	NA
OTU1749	OTU1749	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1750	OTU1750	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU1751	OTU1751	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU1752	OTU1752	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1753	OTU1753	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1754	OTU1754	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala nigra
OTU1755	OTU1755	Fungi	NA	NA	NA	NA	NA	NA
OTU1756	OTU1756	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula cavipes
OTU1757	OTU1757	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1758	OTU1758	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1759	OTU1759	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1760	OTU1760	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1761	OTU1761	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1762	OTU1762	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU1763	OTU1763	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1764	OTU1764	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU1765	OTU1765	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1766	OTU1766	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1767	OTU1767	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU1768	OTU1768	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU1769	OTU1769	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1770	OTU1770	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1771	OTU1771	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1772	OTU1772	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU1773	OTU1773	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
